c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:        385845                                                                   |
c |  Number of clauses:          924325                                                                   |
c |  Parse time:                   0.27 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |       NB   Blocked  Avg Cfc |    Vars  Clauses Literals |   Red   Learnts    LBD2  Removed |          |
c =========================================================================================================
c |       54         0      185 |  217798   906325  2031348 |     1     8014      103     1985 | 43.553 % |
c |       87         0      229 |  217798   906325  2031348 |     3     6964      149    13035 | 43.553 % |
c |      134         0      223 |  217798   906325  2031348 |     3    16964      224    13035 | 43.553 % |
c |      168         0      238 |  217798   906325  2031348 |     4    17688      303    22311 | 43.553 % |
c |      213         0      234 |  217798   906325  2031348 |     5    15864      353    34135 | 43.553 % |
c |      258         0      232 |  217798   906325  2031348 |     5    25864      384    34135 | 43.553 % |
c |      293         0      238 |  217798   906325  2031348 |     6    21450      449    48549 | 43.553 % |
c |      332         0      240 |  217798   906325  2031348 |     6    31450      483    48549 | 43.553 % |
c |      363         0      247 |  217798   906325  2031348 |     7    24431      537    65568 | 43.553 % |
c |      400         0      250 |  217798   906325  2031348 |     7    34431      574    65568 | 43.553 % |
c |      442         2      248 |  217798   906325  2031348 |     8    24828      612    85171 | 43.553 % |
c |      474         4      253 |  217798   906325  2031348 |     8    34828      644    85171 | 43.553 % |
c |      516         4      251 |  217798   906325  2031348 |     9    22623      700   107376 | 43.553 % |
c |      557         4      251 |  217798   906325  2031348 |     9    32623      766   107376 | 43.553 % |
c |      587         4      255 |  217798   906325  2031348 |     9    42623      787   107376 | 43.553 % |
c |      615         4      260 |  217798   906325  2031348 |    10    27819      844   132180 | 43.553 % |
c |      646         4      263 |  217798   906325  2031348 |    10    37819      875   132180 | 43.553 % |
c |      691         4      260 |  217798   906325  2031348 |    10    47819      908   132180 | 43.553 % |
c |      733         4      259 |  217798   906325  2031348 |    11    30433      960   159566 | 43.553 % |
c |      784         5      255 |  217798   906325  2031348 |    11    40433      995   159566 | 43.553 % |
c |      808         5      259 |  217798   906325  2031348 |    11    50433     1017   159566 | 43.553 % |
c |      828         5      265 |  217798   906325  2031348 |    12    30444     1035   189555 | 43.553 % |
c |      854         6      269 |  217798   906325  2031348 |    12    40444     1062   189555 | 43.553 % |
c |      905        11      265 |  217798   906325  2031348 |    12    50444     1107   189555 | 43.553 % |
c |      941        11      265 |  217798   906325  2031348 |    12    60444     1128   189555 | 43.553 % |
c |      981        11      265 |  217798   906325  2031348 |    13    37841     1140   222158 | 43.553 % |
c |     1005        11      268 |  217798   906325  2031348 |    13    47841     1159   222158 | 43.553 % |
c |     1039        11      269 |  217798   906325  2031348 |    13    57841     1182   222158 | 43.553 % |
c |     1084        11      267 |  217798   906325  2031348 |    13    67841     1202   222158 | 43.553 % |
c |     1129        11      265 |  217798   906325  2031348 |    14    42628     1256   257371 | 43.553 % |
c |     1168        11      265 |  217798   906325  2031348 |    14    52628     1308   257371 | 43.553 % |
c |     1194        11      268 |  217798   906325  2031348 |    14    62628     1321   257371 | 43.553 % |
c |     1230        12      268 |  217798   906325  2031348 |    14    72628     1341   257371 | 43.553 % |
c |     1264        12      268 |  217798   906325  2031348 |    15    44826     1358   295173 | 43.553 % |
c |     1305        12      268 |  217798   906325  2031348 |    15    54826     1371   295173 | 43.553 % |
c |     1341        12      268 |  217798   906325  2031348 |    15    64826     1405   295173 | 43.553 % |
c |     1380        12      268 |  217798   906325  2031348 |    15    74826     1425   295173 | 43.553 % |
c |     1423        12      267 |  217798   906325  2031348 |    16    44417     1436   335582 | 43.553 % |
c |     1479        12      263 |  217798   906325  2031348 |    16    54417     1491   335582 | 43.553 % |
c |     1520        12      263 |  217798   906325  2031348 |    16    64417     1508   335582 | 43.553 % |
c |     1569        12      261 |  217798   906325  2031348 |    16    74417     1533   335582 | 43.553 % |
c |     1610        12      260 |  217798   906325  2031348 |    16    84417     1540   335582 | 43.553 % |
c |     1642        13      261 |  217798   906325  2031348 |    17    51430     1555   378569 | 43.553 % |
c |     1697        13      259 |  217798   906325  2031348 |    17    61430     1577   378569 | 43.553 % |
