c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:        600051                                                                   |
c |  Number of clauses:          732389                                                                   |
c |  Parse time:                   0.26 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |       NB   Blocked  Avg Cfc |    Vars  Clauses Literals |   Red   Learnts    LBD2  Removed |          |
c =========================================================================================================
c |       57         0      175 |  600051   732389  1810334 |     1     8028      258     1971 |  0.000 % |
c |      113        65      176 |  600051   732389  1810334 |     3     6986      505    13013 |  0.000 % |
c |      182       117      164 |  600051   732389  1810334 |     3    16986      673    13013 |  0.000 % |
c |      252       159      158 |  600051   732389  1810334 |     4    17718      782    22281 |  0.000 % |
c |      307       224      162 |  600051   732389  1810334 |     5    15920      950    34079 |  0.000 % |
c |      369       283      162 |  600051   732389  1810334 |     5    25920     1097    34079 |  0.000 % |
c |      422       347      165 |  600051   732389  1810334 |     6    21464     1215    48535 |  0.000 % |
c |      474       385      168 |  600051   732389  1810334 |     6    31464     1275    48535 |  0.000 % |
c |      539       412      166 |  600051   732389  1810334 |     7    24470     1315    65529 |  0.000 % |
c |      610       427      163 |  600051   732389  1810334 |     7    34470     1349    65529 |  0.000 % |
c |      667       459      164 |  600051   732389  1810334 |     8    24863     1385    85136 |  0.000 % |
c |      720       469      166 |  600051   732389  1810334 |     8    34863     1413    85136 |  0.000 % |
c |      784       479      165 |  600051   732389  1810334 |     9    22652     1430   107347 |  0.000 % |
c |      842       489      166 |  600051   732389  1810334 |     9    32652     1458   107347 |  0.000 % |
c |      899       491      166 |  600051   732389  1810334 |     9    42652     1483   107347 |  0.000 % |
c |      976       499      163 |  600051   732389  1810334 |    10    27848     1514   132151 |  0.000 % |
c |     1032       507      164 |  600051   732389  1810334 |    10    37848     1542   132151 |  0.000 % |
c |     1094       515      164 |  600051   732389  1810334 |    10    47848     1557   132151 |  0.000 % |
c |     1138       523      166 |  600051   732389  1810334 |    11    30436     1574   159563 |  0.000 % |
c |     1190       535      168 |  600051   732389  1810334 |    11    40436     1593   159563 |  0.000 % |
c |     1253       552      167 |  600051   732389  1810334 |    11    50436     1606   159563 |  0.000 % |
c |     1318       559      166 |  600051   732389  1810334 |    12    30430     1628   189569 |  0.000 % |
c |     1355       573      169 |  600051   732389  1810334 |    12    40430     1644   189569 |  0.000 % |
c |     1417       583      169 |  600051   732389  1810334 |    12    50430     1672   189569 |  0.000 % |
c |     1460       593      171 |  600051   732389  1810334 |    12    60430     1689   189569 |  0.000 % |
c |     1500       606      173 |  600051   732389  1810334 |    13    37825     1714   222174 |  0.000 % |
c |     1541       630      175 |  600051   732389  1810334 |    13    47825     1727   222174 |  0.000 % |
c |     1592       634      175 |  600051   732389  1810334 |    13    57825     1744   222174 |  0.000 % |
c |     1647       647      176 |  600051   732389  1810334 |    13    67825     1748   222174 |  0.000 % |
c |     1692       649      177 |  600051   732389  1810334 |    14    42622     1758   257377 |  0.000 % |
c |     1764       652      175 |  600051   732389  1810334 |    14    52622     1767   257377 |  0.000 % |
c |     1815       664      176 |  600051   732389  1810334 |    14    62622     1776   257377 |  0.000 % |
c |     1858       678      177 |  600051   732389  1810334 |    14    72622     1779   257377 |  0.000 % |
c |     1894       697      179 |  600051   732389  1810334 |    15    44833     1788   295166 |  0.000 % |
c |     1961       701      178 |  600051   732389  1810334 |    15    54833     1801   295166 |  0.000 % |
c |     1988       728      181 |  600051   732389  1810334 |    15    64833     1816   295166 |  0.000 % |
c |     2052       751      180 |  600051   732389  1810334 |    15    74833     1820   295166 |  0.000 % |
c |     2115       767      179 |  600051   732389  1810334 |    16    44430     1827   335569 |  0.000 % |
c |     2168       788      179 |  600051   732389  1810334 |    16    54430     1839   335569 |  0.000 % |
c |     2218       798      180 |  600051   732389  1810334 |    16    64430     1842   335569 |  0.000 % |
c |     2284       810      179 |  600051   732389  1810334 |    16    74430     1852   335569 |  0.000 % |
c |     2334       816      179 |  600051   732389  1810334 |    16    84430     1863   335569 |  0.000 % |
c |     2379       836      180 |  600051   732389  1810334 |    17    51426     1871   378573 |  0.000 % |
